XII — Повешенный,поражение,"В это время следует быть готовым к самопожертвованию и поражению. Ничто в жизни не дается бесплатно, и ничто не происходит так, как я ожидаю. Эта карта в раскладе напоминает о том, что промедление может быть к лучшему; мне следует отдаться на волю Провидения, пока все само собой не сойдется должным образом. Настал момент для того, чтобы распрощаться со своими представлениями о том, как все должно быть. Меня призывают признать поражение и ожидать дальнейшего развития события."
XIII — Трансформация,изменение,"Ничто не остается неизменным, мне следует принять, что жизнь состоит из сменяющих друг друга циклов рождения, смерти и возрождения. Наступило время перемен. Во имя высшего блага я должен смириться с происходящим. Меня призывают отпустить старое, чтобы я смог приветствовать новое."
XIV — Терпение,умеренность,"Эта карта напоминает, что терпение приведет меня к пониманию и упорядочению собственных замыслов. Все мои потребности уже удовлетворены, даже если я пока не ощущаю этого. Ангел присматривает за мной. Прямо сейчас во всем необходима умеренность."
XV — Искушение,привязанность,"Материальный мир — площадка для моих игр, но мне следует быть осторожным и не придавать особого значения их результатам. Я предупрежден о том, что не следует выходить за пределы допустимого, и должен понимать, что представляет для меня опасность. Эта карта в раскладе символизирует, что я сосредоточен на материальном мире и должен отдавать себе отчет в опасности любых излишеств или дурных привычек — моих собственных либо чужих."
XVI — Башня,сюрпризы,"Перемены происходят быстрее, чем эта карта ложится на стол. Ее появление предвещает полную смену парадигмы или внезапный катаклизм, который освобождает место для чего-то лучшего. Она может символизировать прозрение. Как бы там ни было, карта говорит о том, что неожиданные события будут очень интересными и предоставят мне возможности для положительных перемен, при условии, что я не упущу их."
XVII — Звезда,вдохновение,"Я полон надежд и вдохновлен событиями, происходящими в моей жизни, они внушают мне ощущение поддержки свыше. После всех пережитых перемен я вижу, как впереди забрезжило новое начало."
XVIII — Луна,иллюзия,"Я могу не видеть, что именно делает Дух, но я знаю, что за кулисами нашей реальности происходит больше, чем кажется. Важно положиться на неведомое и помнить о том, что материальный мир является лишь иллюзией. Текущая ситуация не обязательно правдиво отражает истинную суть происходящего. Большие возможности скрываются в тени, ожидая идеального момента для того, чтобы явиться во всем своем великолепии."
XIX — Солнце,изобилие,"Настало время, когда возможно всё и все Знания, что мне необходимы, доступны. Задуманное принесло свои плоды, отношения развиваются, улучшения гарантированы. Это время изобилия. Важно, что я разделяю это изобилие с другими и испытываю за него глубокую благодарность."
XX — Зов,истинный успех,"У меня есть все необходимое для движения вперед к моей цели. Мое призвание — установить глубокие взаимоотношения с самим собой, своей Высшей Силой, и с другими людьми. Я нахожусь здесь по определенной причине. Я должен сделать шаг к своему настоящему «я». Мне следует верить, что моя жизнь имеет цель, что я «достаточно хорош для этого». Я воплощаю намерение Провидения, важное не только для меня самого."
XXI — Мир,ракурс,"Меня призывают пересмотреть взгляд на жизнь. Я перестаю испытывать страх, когда вспоминаю, что прежде всего являюсь бессмертной душой, переживающей человеческое бытие. Я знаю, что я — могущественный творец, находящийся в божественном партнерстве с Духом. Со мной в мир приходят чудеса, когда я пребываю в гармонии с Духом и не думаю об итоге."
Туз Земли,"благополучие в самом чистом виде, конкретные результаты в реальном мире, осязаемое изобилие","Я понимаю, что изобилие воплощается в великом множестве форм, и настраиваюсь на успех. Я превращаю в золото все ресурсы, которыми обладаю. Я влияю на ситуацию. Благополучие утверждается в материальном мире."
Двойка Земли,"работа в радость; гибкость; баланс между работой и досугом","Мой труд приносит мне радость. Я не разделяю работу и отдых, поскольку мне нравится то, чем я занимаюсь. Если условия вдруг изменятся, я смогу легко адаптироваться к ним. Я полон радости творчества и с нетерпением жду, когда семена, которые я посадил, прорастут и преподнесут мне свои сюрпризы. Настало время довериться Вселенной и грядущему. Так или иначе, мои мечты явят себя в этом мире."
Тройка Земли,"командная работа; прочный фундамент; коллективные усилия; объединение","У моих замков прочный фундамент, так что я могу быть уверенным в том, что они не рухнут. Другие люди помогают мне, мы совместно приняли решение о том, что будем создавать, и работаем вместе. Образ, который был в моих мечтах, становится осязаемым, и я делюсь этой радостью со своими партнерами и всеми, кто меня поддерживает. Все мы учимся, растем и строим сообща."
Четвёрка Земли,"собственность; красота божественного порядка; вера в надежность основания","Даже если мне не по себе и я не понимаю, почему все происходит именно так, я знаю, что божественный порядок присутствует во всех аспектах моей жизни. Мое здание построено на надежном основании, поэтому мне нечего бояться. Дух всегда рядом и напоминает мне, что я нахожусь там, где должен быть, и вокруг меня всегда изобилие."
Пятёрка Земли,"альтернативные формы изобилия; иллюзия  нехватки; незамеченные сокровища","Внешность бывает обманчива, поэтому стоит хорошо присмотреться. Смена ракурса может явить то, что я искал, хотя и не в том виде, что я ожидал. Меня призывают отказаться от психологии бедности и посмотреть на сокровища, которые я раньше не замечал и которые ныне стали мне доступны. Уходит иллюзия богатства и приходит осознание истинного изобилия. Не нужно бояться, что земля резко уйдет из-под ног. Я осознаю, что обладаю гораздо большим богатством, чем мне казалось; то, чему я уделяю внимание, будет прирастать. Я многого добился, воплощая свои замыслы, и меня ждут еще большие возможности."
Шестёрка Земли,"неожиданные ресурсы; приятные неожиданности; щедрость","То, что я отдал с любовью, вернется ко мне сторицей. Ресурсы приходят ко мне из неожиданных мест. Вселенная являет свою щедрость, показывая, что этот мир изобилует приятными сюрпризами. Внутри красивой обертки находится то, что мне сейчас нужно, — это дар от Духа. Как только я начал сомневаться, мне напомнили, что я достоин многих сокровищ. Какой подарок я разверну сегодня?"
Семёрка Земли,"возможность новой стратегии; перекресток; решение","Рассматривая свои достижения на текущий момент, я думаю о том, хочу ли я и дальше петь одну и ту же песню, или же стоит сменить пластинку. Я всегда могу вернуться к началу. Нет ничего страшного в том, чтобы признать: не все созданное мною мне подходит. Какое бы решение я ни принял, не нужно бояться начинать все сначала. Дух всегда направляет меня к наивысшему благу."
Восьмёрка Земли,"стажировка; получение знаний; изучение и применение новых навыков","Даже мастера своего дела постоянно учатся, и я рад возможности углубить и расширить свои познания, найти новое применение своим знаниям. Я осознаю все сделанное и выученное, все те навыки, которыми я овладел, и цели, которых достиг. Теперь настало время найти новое применение моим умениям и повысить свой профессионализм. Неловкость, которая сопутствовала мне-новичку, ушла, теперь я знаю, что делаю. Я уверен в себе и готов работать во всех сферах своей жизни."
Девятка Земли,"дисциплина и самодостаточность; надежные ресурсы; сдержанность и самоконтроль; последний камень в фундаменте","Я знаю, что могу положиться на себя и Духа. В моем распоряжении множество инструментов, я использую свои ресурсы с умом, упрочняя свое благосостояние в материальном мире. Я трудолюбив и дисциплинирован, нацелен на то, чтобы завершить работу, начатую уже давно. Я придерживаюсь своего плана, веря в то, что он осуществляется именно так, как задумал Дух."
Десятка Земли,"изобилие; благополучие; мастеровитость; финансовая безопасность; унаследованные богатства и знания","Теперь можно отойти и окинуть взглядом то, что я построил своими руками и упорством. Я заявляю свое право собственности на замки, что воздвигнуты и материализованы мной в реальном мире. Я обрел знания и опыт и стал мастером благодаря всему тому, что пережил. Я улыбаюсь своей доброй удаче."
Паж Земли,"твердое решение процветать; первые признаки, что вам светит успех; неопровержимые доказательства, что ваш упорный труд будет вознагражден; реалистичные замыслы; начало нового дела","Все начинается с планирования, и я вижу удачные результаты. Я деятельная натура и сам принимаю решения. У меня есть возможность притягивать к себе именно то, что мне нужно."
Вестник Земли,"трудолюбивый; честный; преодоление и твердость; разумные и осторожные действия; дотошность; усидчивость; выносливость; решимость","Я готов творить вместе с Духом, действовать качественно и эффективно. Я выкладываюсь по полной и не оставляю дело на полпути. Я полон решимости и целеустремленности и знаю, что мои усилия будут вознаграждены."
Королева Земли,"практичность и приземленность; доверенное лицо; работящий; находчивый; садовник, который ухаживает за посадками","Я целеустремленный, приземленный и ставлю себе четкие цели. Я честен в работе с другими, отдаю себе отчет в том, что мы делаем, и осознаю препятствия, с которыми мы сталкиваемся. Я разумно пользуюсь всеми своими ресурсами, будь это финансы, возможности или люди, готовые мне помочь в моих начинаниях."
Король Земли,"бизнесмен; филантроп; богатство; шедрость; целеполагание; надежный лидер","Я верю в незримое, доверяю ему, и знаю, что оно проявится в материальном мире именно так, как мне нужно. Возможности повсюду. Я готов к тому, чтобы изобилие проявилось в этом мире максимально благоприятным для меня образом. Я воплощаю все свои желания в жизнь, отдавая себе отчет в том, какие ежедневные усилия нужно к этому приложить."
Туз Воды,"безусловная любовь; полное изобилие; плодовитость любви","Я наполнен любовью Духа и радостно делюсь ею с другими людьми, чтобы напоить семена совместного созидания. Любовь дает мне надежду и ярко освещает все возможности. Я верю, что мечта станет реальностью. Мною руководит Дух, он дает мне нужные знания и позволяет вовремя заметить неладное."
Двойка Воды,"гармоничное партнерство; прочные любовные отношения; сердечная связь двух душ","Со мной рядом тот, с кем мы находимся в гармонии. Вместе мы идем по настоящему и придумываем будущее, мы знаем, кто мы друг для друга. Два сердца бьются как одно, мы дополняем и вдохновляем друг друга. У меня есть тот, кто пробуждает лучшее во мне, и я могу сделать то же самое для другой души, ибо все мы — воплощения божественной любви."
Тройка Воды,"празднество; наслаждение общением; делиться с другими; изобилие; командный дух; общая цель; дружба","Радость и волнение переполняют собравшихся вместе. Я готов стать частью чего-то большего, чем я сам. Время, чтобы радоваться товариществу, чувствовать единство. Мы. поддерживаем друг друга, играем в одной команде, созидаем сообща. Мы друзья, семья и товарищи, мы делимся своим опытом. Время вспомнить о том, что мы должны принимать друг друга такими, какие мы есть, с нашими темными и светлыми сторонами."
Четвёрка Воды,"сновидение и самоанализ; созерцание; вера в наличие возможностей","Временное затишье предоставляет мне возможность чаще, чем прежде, предаваться мечтам. Даже если мои планы не реализуются, я ощущаю себя в безопасности, зная, что меня ожидает нечто большее. Вселенная строит свои замыслы в моих интересах, я с легкостью отпускаю разочарование и печаль. Я полагаюсь на Дух, обладающий многими способами ответить на мои желания; то, что я ищу, может принимать различные формы. Я верю в то, что придут идеальное время и божественный порядок."
Пятёрка Воды,"высвобождение горя; позволить печали нахлынуть и отступить, прощение; прилив и отлив эмоций","Я ощущаю полноту своих эмоций, когда они захлестывают меня. Превратности судьбы являются неотъемлемой частью жизни. Я полностью прощаю себя и других, отказываюсь от эмоций, которые сдерживали меня от осознания правды. Я становлюсь свободен, когда отпускаю то, что более не служит мне. Я возмещаю ущерб тем, кому, возможно, навредил, когда эмоции влияли на мое восприятие. Я препоручаю все свои обиды божественному, зная, что они могут быть превращены в чудеса. Бесстрашие ведет к освобождению."
Шестёрка Воды,"ностальгия; сладкие воспоминания; отзвуки былого; стремление к безопасности старых добрых дней","Вспоминая о прошлом, я наслаждаюсь теплыми воспоминаниями, но должен признать, что они эфемерны. Эмоции могут повлиять на мою реакцию и исказить мое понимание того, что происходит на сегодняшний день. Я признаю наличие старых ран и лечу их. Я нахожусь в безопасности не только в прошлом, но и в настоящем, потому что меня окутывает божественная любовь. Нет необходимости обращаться к иллмюзии минувшего золотого века — я могу начать созидание лучшей реальности прямо сейчас. Я обрету подлинные исцеление и радость, если прекращу вновь и вновь переживать эмоции прошлого."
Семёрка Воды,"воображение; фантазия; творческие начинания; высвобождение способностей к созиданию","Время настроиться на существующие бесконечные возможности и начать их использовать. Все берет свое начало в мире воображения, поэтому я мечтаю. Я позволяю интуиции и желанию алхимически соединиться для того, чтобы создать что-то новое. Воздушные замки могут обрести твердое основание, если я перестану быть жестким, научусь обходить правила и стану более гибким и открытым. Ограничения сняты, границы распахнуты. Дух никогда не сомневается в силе, и я тоже!"
Восьмёрка Воды,"путь к инициации; отпустить иллюзии для того, чтобы обрести нечто подлинное; за гранью внешнего","Не все то золото, что блестит. Я знаю, что достоин подлинных богатств, такого «золота», которое наполнит меня радостью, изобилием и пониманием. Я без страха останавливаюсь на полдороге и пересматриваю то, где я был, где я нахожусь сейчас и куда я могу пойти. Теперь я уверенно выбираю правильный путь, несмотря на то, что другая дорога кажется мне более привлекательной, — я чувствую, куда должен идти. Я верен своему сердцу. Я зашел так далеко, как только смог, и оставил на обочине осколки иллюзий, последние остатки страха и стьыда. Я больше не буду держаться за то, что мне не подходит."
Девятка Воды,"мечта сбылась; желания исполнились; завершение; наслаждение; удовлетворение; достижение желаемого","Отказ от того, что мне не подходит, является правильной стратегией. Время исполнения желаний. Семена, которые я посадил, дали обильный урожай. Я упоен ароматом успеха, горд тем, как потрудился, и тем, чего достиг. Я наслаждаюсь удовлетворением от хорошо проделанной работы. Я принимаю с радостью заслуженный отдых и признание всего, что мною создано."
Десятка Воды,"спокойствие; мир; удача; благополучие","С миром и со мной все в порядке. Благополучие — мое естественное состояние. Все, что мне нужно, приходит ко мне легко и без усилий. Я чубствую радость и делюсь ею с другими. Я безмятежен, я знаю, чего мне стоило добиться того, чего я достиг. Я праздную свои достижения и достижения тех, кто прошел этот путь со мной, и благодарен Духу за то, что он всегда был моим спутником."
Паж Воды,"открытость; детская невинность и любопытство; начало близости и отношений; игривость; веселый оптимизм","Я раскрываю сердце, позволяя себе быть по-детски невинным и ожидать чуда. Все приключения ведут именно туда, куда мне нужно. Любовь ждет! Жизнь — это восхитительный танец, и я здесь для того, чтобы резвиться и играть. Я готов к балу и радостно улыбаюсь."
Вестник Воды,"романтическое увлечение; рыцарство; видеть лучшее в других; повышенная осознанность эмоций; призыв влюбиться в себя","Мне следует видеть лучшее в других и относиться к ним с уважением даже тогда, когда это кажется трудным. Я привлекателен для других, поскольку люблю себя и знаю, что я — одна из многих частей любви, каждая из которых по-своему совершенна. Я могу иметь то, что хочу. Нет никакой необходимости в ревности, гневе, обиде или страхе, когда я люблю и мюбовь моя сильна."
Королева Воды,"сострадание; эмоциональная безопасность; щедрость; любовь к себе и забота о себе; целитель","Мне комфортно быть самим собой. Я люблю, берегу и лелею себя. Я свой собственный лучший друг. Взаимоотношения с другими людьми отражают мою уверенность в том, что я всегда достоин любви и уважения. Я исцеляю себя, мое сострадание может вдохновить других. Я способен сам нести миру перемены."
Король Воды,"щедрый; дипломатичный; справедливый; бережный; хороший слушатель; посредник","Я отношусь с уважением ко всем, включая самого себя. Я вижу, что у нас всех есть общие черты и Дух присутствует в каждом из нас. Я выслушиваю других и рассматриваю их точку зрения наравне с собственной прежде, чем принять решение или начать действовать. Я бережно и с любовью оберегаю других и веду их к гармоничному сотрудничеству."
Туз Огня,"действие под влиянием Духа; вдохновение к изменению, доступ к созидательной силе","Я вижу неограниченный потенциал для изменения, когда чувствую свою связь с Духом. Нет причин для страха, потому что меня поддерживают и благословляют на то, чтобы я представил и воплотил нечто новое. Время мечтать. Я могу быть смелым и свободным, потому что Дух вдохновляет меня претворять мечты в реальность."
Двойка Огня,"творческие планы на будущее; план вашего роста; доверие к неизвестному; вдохновленные Духом амбиции","Даже если мои мечты не становятся реальностью, я увлечен процессом созидания и придумыванием нового. Я уже добился определенных улучшений, и скоро мне представится идеальная для меня возможность. Свет Духа помогает различить свой путь и почувствовать, что Вселенная расположена даровать мне необходимое."
Тройка Огня,"расширение возможностей; полнота творчества; достижение","Я на верном пути к успеху. Передо мной множество возможностей. Я должен доверять себе, ибо я могу совершать правильный выбор и создавать такие ситуации и отношения, которые гармонируют с желанием моего сердца."
Четвёрка Огня,"новый этап вашего творчества; праздник и удовольствие; радость гармонии","Танцоры выступают парами, певцам аккомпанируют музыканты, я же нахожу тех, кто разделит со мной мои желания. Время праздновать дружбу и все то, что другие люди привносят в мою жизнь. Время веселиться и наслаждаться хорошей компанией. Вместе с другими людьми я создаю магию."
Пятёрка Огня,"мозговой штурм; единство в разнообразии; уважение различий","Я могу экспериментировать с самыми безумными идеями. То, что кажется сумасбродным сегодня, завтра окажется блестящим решением. Как ребенок, поверяющий сбвои фантазии товарищу по играм, я открыт новым людям и новым идеям, меня привлекает все необычное и незнакомое. Время парадоксов, оценки сумасшедших идей и того, что они могут принести."
Шестёрка Огня,"шагнуть в центр внимания; быть маяком; просвещенное влияние","Изменения, произошедшие со мной, так впечатляющи, что другие люди вдохновляются ими. Я возжег на вершине холма светильник, освещающий другим поиск их собственного пути. Я помию о темноте, людских бедах и о тех, кто греется в теплом свете высшего знания. Я благословляю их, но не приглушаю яркость своего маяка. Время обрести уверенность в том, что я способствую высшему благу особым способом."
Семёрка Огня,"личный рекорд; настойчивость; инакомыслие","Меня невозможно остановить. Моя настойчивость преодолевает все препятствия. Я умею подчиняться, но не иду на компромисс в том, что наиболее важно для меня. Даже если другие недовольны моим выбором, я продолжаю идти своим путем. Я разрешаю себе сопротивляться трудностям и верю, что могу многое свершить, если буду жить по своим правилам. Решения, вдохновленные свыше, являют себя."
Восьмёрка Огня,"наращивание темпа; празднование кардинальных перемен; путешествие; трансформация","Инерция движения возрастает, в то время как сила Духа питает перемены. Я на пути к неизведанному и готов принять все, что мне предложат. Я прибыл в пункт назначения, и мои открытия заряжают меня энергией."
Девятка Огня,"предосторожность; средоточие неопределенности; переоценка обстоятельств","Мне нужно остановиться, подождать и осмотреться вокруг прежде, чем продолжать движение. Я нахожусь в подвешенном состоянии — моя внутренняя мудрость говорит о необходимости ясно осознать ситуацию перед тем, как сделать следующий шаг. Задавать вопросы — это верная тактика! Мне следует быть внимательным, потому что сейчас совсем иной путь может оказаться верным."
Десятка Огня,"выгорание; избавление от излишков; конец расчищает дорогу началу","Возможно, я взял на себя слишком много. Сейчас я расстаюсь со старым хламом, как бы хорошо он мне ни послужил и каким бы полезным ни мог быть и впредь. Былая ценность вещей не означает, что мне следует за них цепляться в настоящем. Я отпускаю эмоции, отношения и события, которые более не актуальны для меня, — я рад, что все это было со мной, но настало время распрощаться."
Паж Огня,"действия, полные энтузиазма; склонность к авантюрам; рискованные шаги; начало проекта; действие в соответствии с новой идеей","Я могу рисковать, это мое право — созидать свою жизнь в соответствии со своими желаниями. Я обретаю цель, когда делаю первый шаг к чему-то новому. Мои идеи имеют ценность. Я смею мечтать!"
Вестник Огня,"новое приключение предопределено; приверженность к новшествам; самостоятельная творческая деятельность; делай «по-моему»; своевольный и энергичный","Мой дух непоколебим, и я могу создать все, что пожелаю. Я обновляюсь. Дух вокруг меня, и мудрость моя возрастает. Я действую в соответствии со своим видением ситуации и остаюсь верным тому, что я больше всего ценю и желаю, чем бы это ни было."
Королева Огня,"творческое сотрудничество; душевная связь; страсть, вдохновленная Духом; художник","Я способен на крепкие дружеские отношения, которые вдохновляют меня к самовыражению на собственный лад. Я сотрудничаю с другими, сосредоточившись на понимании того, как достичь наивысшего блага для всех. Как мне присоединиться к танцу сотворчества? Как позволить Духу вдохновить меня к выражению собственных страстей?"
Король Огня,"вдохновляющий провидец; духовный наставник; творческое лидерство","Единый с Духом я — могущественный лидер, вдохновляющий других. Когда я учу других людей и показываю им, к чему стремиться, мое мастерство приносит им пользу. Как мне сохранить веру в свои силы и собственное понимание ситуации, но при этом не закоснеть и остаться восприимчивым к новым идеям?"
Туз Воздуха,"судьба и рок; закон кармы; работа могущественной силы трансформации; синхронность","Моя жизнь находится под влиянием стечений обстоятельств и сил, находящихся за пределами моего контроля, и это только во благо! Все происходит очень быстро. Я могу ожидать быстрых результатов, продвижения вперед, умножения знаний."
Двойка Воздуха,"тупик; неопределенность; варианты","Время сделать перерыв, чтобы рассмотреть имеющиеся варианты и спокойно поразмыслить. Не нужно спешить. Мне будет ниспослан наполненный благом совет, если только я не буду торопиться и успокоюсь."
Тройка Воздуха,"проблеск надежды; естественный исход; «нет худа без добра»","Другой человек помогает мне увидеть ситуацию в истинном свете. То, что действительно мое, от меня никуда не денется. Дух срывает мои планы, тем самым защищая меня, — нужно дать свершиться переменам, чтобы на место старого пришло нечто новое и лучшее. Высшее благо заключается в умении увидеть настоящее положение вещей независимо от того, что оно причиняет мне временный дискомфорт."
Четвёрка Воздуха,"исцеление; медитация; отдых; восстановление сил","Пришло время дать отдохнуть разуму, позволить миру и спокойствию воцариться на месте суеты и скуки. Ум нуждается в покое, чтобы обрести ясность мысли. Я лучше пойму ситуацию, а мой разум станет острее, если я сделаю перерыв. Мне следует позаботиться о себе."
Пятёрка Воздуха,"напряженность; конфликт","Конфликт является хорошим способом осознать свои мотивы и намерения. Этот опыт можно использовать для того, чтобы приблизиться к моему истинному «я». Победа не является целью; цель — оставаться справедливым. Другие люди мыслят иным образом и могут не всегда соглашаться со мной. Я живу сам и даю жить другим."
Шестёрка Воздуха,"обряд посвящения; изменение пути; я мыслю так, как если бы обрел мудрость","Волны бушуют. Я верю, что достижение внутреннего покоя влечет за собой покой во внешних обстоятельствах. Я готов к ожидающим меня неприятностям — теперь я мыслю иначе, чем прежде, и верю в то, что дорога в неизведанное приведет меня к моим истинным желаниям. Я на пути к чему-то лучшему."
Семёрка Воздуха,"независимость; несогласие; жить по своим правилам, не удовлетворяя чужие ожидания","Пришло время зажить по своим правилам, так что мне следует набраться мужества и отказаться соответствовать чужим ожиданиям. Мое стремление к независимости помогает отринуть навязанные мне ценности и заняться собственными потребностями. Дипломатичность способствует тому, чтобы я оставался верным своему намерению и действовал во имя своих интересов."
Восьмёрка Воздуха,"отказ от отрицания; видеть вещи такими, какие они есть; ясность","Я доверяюсь Духу и вижу все так, как оно есть на самом деле. Лишиться иллюзий — значит освободиться от заблуждений, сдерживающих мой рост и возможности самоисцеления. Поэтому я решаю распрощаться с иллюзиями, которые затуманили мое зрение. Добросовестность придает мне сил и смелости встретить все лицом к лицу."
Девятка Воздуха,"переход от самоосуждения к состраданию самому себе; от страха к возможности; призыв к вере","Я успокаиваю себя: все будет хорошо, я в полном порядке, это мой страх искажает реальность. Я знаю, что делаю все, что в моих силах, и прощаю себя за неудачи. Я взываю к Духу и помню, что способен на многое и непременно добьюсь результата, как только мне представится для этого возможность."
Десятка Воздуха,"изящное завершение и новое начало; точка прозрения; конец старого мышления","Новое зарождается в старом. Я благодарен за преподнесенные судьбой уроки, освободившие меня от привычных шаблонов, и радуюсь любому исходу ситуации. Я отпускаю ситуацию и позволяю  ей завершиться, поскольку знаю, что нечто лучшее может явиться в любой момент. Я признателен тому, что отныне могу по-разному реагировать на любые сложности."
Паж Воздуха,"новые идеи; еще не доказанная теория; любопытство; взгляд с другой точки","Это нужно как следует изучить, а мы только прошлись по верхам. Я действительно этого не знаю. Это интересно! Чему я научусь, освоив этот способ мышления?"
Вестник Воздуха,"выводы, основанные на опыте; приверженность догмам; приобретенная реакция; программирование подсознания; быстрое реагирование","Мне следует смотреть на вещи шире. Я реагирую на ситуацию из своего прошлого. Мне придется подумать, хочу ли я действовать как раньше. Я могу приспособиться к новому образу мышления и поведения. Если я действую без промедления и думаю о высшем благе, то положительные результаты гарантированы."
Королева Воздуха,"установление здоровых границ; сильная самооценка; взвешенные и мудрые решения; четкое взаимодействие; хорошая организация; красноречие","Я обладаю ясным представлением о цели. Мои намерения согласуются с моим пониманием ситуации. В игре под названием «Жизнь» всегда есть стратегия. Могу ли я отречься от ложных истин и быть абсолютно честным с собой и другими?"
Король Воздуха,"власть разума; рассудок победил инстинкт; интеллект довлеет над страстью; успешные переговоры; правила; законы","Правда — это всё. Я думаю прежде, чем действовать. Я руководствуюсь универсальными законами и ясным намерением. Вижу ли я, как прошлое влияет на настоящее и будущее?"
